Id_Itinerario,Id_Segmento,Data_It,Targa,Strada,Lat,Lng,VelocitaLimite,VelocitaRilevata,Km
3,3,2009/10/18,DN318EU,Via%20S.%20Maria%20del%20Pianto,40.8723738,14.2953658,50,75,1.13
3,4,2009/10/18,DN318EU,,40.8684675,14.2961095,90,113,0.85
3,5,2009/10/18,DN318EU,Via%20Nuova%20Poggioreale,40.8639302,14.2852533,130,169,1.05
3,6,2009/10/18,DN318EU,Via%20Vicinale%20S.%20Maria%20del%20Pianto,40.8649512,14.2844108,90,118,0.13
3,7,2009/10/18,DN318EU,Via%20Aquileia,40.8639241,14.2812984,130,168,0.29
3,8,2009/10/18,DN318EU,Via%20Vicinale%20Cannola,40.8654213,14.2754853,90,104,0.54
3,9,2009/10/18,DN318EU,Corso%20Malta,40.8658322,14.2754786,50,62,0.05
3,10,2009/10/18,DN318EU,Via%20Ferdinando%20Manlio,40.8658647,14.2756491,50,73,0.01
3,11,2009/10/18,DN318EU,Via%20Fontanelle%20Al%20Trivio,40.8676495,14.2771219,50,77,0.23
3,12,2009/10/18,DN318EU,Traversa%20II%20Rione%20Trivio,40.8678837,14.2766819,50,68,0.04
4,0,2009/10/14,DN318EU,Via%20Piazzolla%2C%2028%2C%2080141%20Napoli%2C%20Italy,40.8650446,14.273506,50,46,0
4,1,2009/10/14,DN318EU,Via%20Generale%20Pianell,40.8650172,14.2732752,90,119,0.02
4,2,2009/10/14,DN318EU,Via%20Generale%20Pianell,40.8632403,14.2735687,130,152,0.2
4,3,2009/10/14,DN318EU,Via%20Colonnello%20Carlo%20Lahalle,40.8633886,14.2756096,90,119,0.17
4,4,2009/10/14,DN318EU,Corso%20Malta,40.8596562,14.2762522,50,87,0.42
4,5,2009/10/14,DN318EU,Via%20Nuova%20Poggioreale,40.8620317,14.2816149,50,84,0.55
5,0,2009/10/12,DN318EU,Via%20Giovanni%20Porzio%2C%204%2C%2080143%20Napoli%2C%20Italy,40.8578103,14.2769439,50,14,0
5,1,2009/10/12,DN318EU,Via%20Giovanni%20Porzio,40.8581472,14.2768869,50,80,0.04
5,2,2009/10/12,DN318EU,Via%20Otranto,40.8579954,14.2754744,90,114,0.12
5,3,2009/10/12,DN318EU,,40.858102,14.2745391,50,62,0.08
5,4,2009/10/12,DN318EU,Piazza%20Nazionale,40.8588277,14.2733503,50,61,0.17
7,0,2009/10/20,DN318EU,Vico%20Santa%20Maria%20del%20Riposo%2C%2033%2C%2080139%20Napoli%2C%20Italy,40.8600278,14.2657539,50,13,0
7,1,2009/10/20,DN318EU,Vico%20Tutti%20I%20Santi,40.859418,14.2660969,50,82,0.07
7,2,2009/10/20,DN318EU,,40.8589916,14.2663596,90,119,0.05
7,3,2009/10/20,DN318EU,Via%20Camillo%20Porzio,40.8591843,14.2669185,130,145,0.05
7,4,2009/10/20,DN318EU,Corso%20Giuseppe%20Garibaldi,40.8554022,14.2675576,90,119,0.42
7,5,2009/10/20,DN318EU,Via%20Casanova,40.857,14.2709599,90,102,0.34
7,6,2009/10/20,DN318EU,,40.8578862,14.2727956,90,109,0.18
7,7,2009/10/20,DN318EU,Piazza%20Nazionale,40.8586243,14.2744658,130,165,0.23
7,8,2009/10/20,DN318EU,Via%20Nuova%20Poggioreale,40.8595132,14.2762804,130,148,0.18
7,9,2009/10/20,DN318EU,Corso%20Malta,40.8632402,14.2761927,90,128,0.44
7,10,2009/10/20,DN318EU,Svincolo%204%20-%20Corso%20Malta,40.8638014,14.2757986,50,84,0.08
0,0,2016/04/20,BY664SA,Turin%2C%20Italy,45.0703088,7.6868731,50,49,0
0,1,2016/04/20,BY664SA,Via%20Carlo%20Alberto,45.0666471,7.6925743,90,116,0.6
0,2,2016/04/20,BY664SA,Via%20delle%20Rosine,45.0653414,7.6915998,90,105,0.16
0,3,2016/04/20,BY664SA,Via%20Maria%20Vittoria,45.0647568,7.693187,90,122,0.14
0,4,2016/04/20,BY664SA,Via%20Giovanni%20Plana,45.0635855,7.691718,90,122,0.17
0,5,2016/04/20,BY664SA,Via%20Giovanni%20Giolitti,45.0638659,7.6909713,50,76,0.07
0,6,2016/04/20,BY664SA,Piazza%20Cavour,45.0624568,7.6899424,90,120,0.18
0,7,2016/04/20,BY664SA,,45.0595235,7.6878595,50,89,0.36
0,8,2016/04/20,BY664SA,,45.0483046,7.6798529,90,107,1.4
0,9,2016/04/20,BY664SA,Corso%20Massimo%20d%27Azeglio,45.0464677,7.678285,50,76,0.25
0,10,2016/04/20,BY664SA,Corso%20Dante%20Alighieri,45.0497535,7.6660821,90,102,1.04
0,11,2016/04/20,BY664SA,Largo%20Filippo%20Turati,45.0501527,7.6664709,130,167,0.06
0,12,2016/04/20,BY664SA,Via%20Jonio,45.0503898,7.6677264,90,113,0.1
0,13,2016/04/20,BY664SA,Via%20Chisone,45.0504449,7.6677784,50,63,0.01
1,0,2016/04/25,BY664SA,Via%20Antonio%20Rosmini%2C%206%2C%2010126%20Torino%2C%20Italy,45.0489257,7.6721798,50,41,0
1,1,2016/04/25,BY664SA,Via%20Nizza,45.0486983,7.6735585,50,76,0.11
1,2,2016/04/25,BY664SA,Via%20Nizza,45.0474259,7.673083,90,127,0.15
1,3,2016/04/25,BY664SA,Corso%20Dante%20Alighieri,45.0498645,7.6658471,90,126,0.64
1,4,2016/04/25,BY664SA,Corso%20Filippo%20Turati,45.0485138,7.6638895,130,148,0.25
1,5,2016/04/25,BY664SA,Corso%20Filippo%20Turati,45.0479486,7.6632283,90,123,0.08
1,6,2016/04/25,BY664SA,Via%20Lazzaro%20Spallanzani,45.0483324,7.6625954,50,72,0.07
2,0,2016/04/26,BY664SA,Via%20Ilarione%20Petitti%2C%2024%2C%2010126%20Torino%2C%20Italy,45.0461976,7.6743113,50,29,0
2,1,2016/04/26,BY664SA,Via%20Madama%20Cristina,45.0461398,7.6747445,90,104,0.04
2,2,2016/04/26,BY664SA,Via%20Madama%20Cristina,45.0469895,7.67531,90,110,0.1
2,3,2016/04/26,BY664SA,Corso%20Dante%20Alighieri,45.0498645,7.6658471,90,116,0.82
2,4,2016/04/26,BY664SA,Corso%20Filippo%20Turati,45.0551511,7.6715198,50,73,0.75
2,5,2016/04/26,BY664SA,Corso%20Germano%20Sommeiller,45.0543155,7.6703206,50,69,0.15
3,0,2016/04/19,BY664SA,Via%20Edoardo%20Calvo%2C%203%2C%2010126%20Torino%2C%20Italy,45.0519799,7.6755178,50,2,0
3,1,2016/04/19,BY664SA,Via%20Saluzzo,45.0518738,7.676238,90,119,0.06
3,2,2016/04/19,BY664SA,Via%20Saluzzo,45.0503974,7.6756689,130,169,0.17
3,3,2016/04/19,BY664SA,Via%20Gaetano%20Donizetti,45.0506809,7.674347,90,114,0.11
3,4,2016/04/19,BY664SA,Via%20Nizza,45.0542504,7.6757625,50,61,0.41
4,0,2016/04/22,BY664SA,Via%20Ilarione%20Petitti%2C%2024%2C%2010126%20Torino%2C%20Italy,45.0461976,7.6743113,50,26,0
4,1,2016/04/22,BY664SA,Via%20Madama%20Cristina,45.0461398,7.6747445,90,121,0.04
4,2,2016/04/22,BY664SA,Via%20Madama%20Cristina,45.0469895,7.67531,90,119,0.1
4,3,2016/04/22,BY664SA,Corso%20Dante%20Alighieri,45.0498645,7.6658471,50,74,0.82
4,4,2016/04/22,BY664SA,Corso%20Filippo%20Turati,45.0551511,7.6715198,50,89,0.75
4,5,2016/04/22,BY664SA,Corso%20Germano%20Sommeiller,45.0544137,7.6704309,50,70,0.14
5,0,2016/04/24,BY664SA,Via%20Ilarione%20Petitti%2C%2024%2C%2010126%20Torino%2C%20Italy,45.0461976,7.6743113,50,19,0
5,1,2016/04/24,BY664SA,Via%20Madama%20Cristina,45.0461398,7.6747445,50,81,0.04
5,2,2016/04/24,BY664SA,Via%20Madama%20Cristina,45.0469895,7.67531,50,62,0.1
5,3,2016/04/24,BY664SA,Corso%20Dante%20Alighieri,45.0498645,7.6658471,90,127,0.82
5,4,2016/04/24,BY664SA,,45.0518454,7.6616523,130,162,0.41
5,5,2016/04/24,BY664SA,Corso%20Galileo%20Ferraris,45.0555675,7.6639822,90,102,0.47
5,6,2016/04/24,BY664SA,Via%20Amerigo%20Vespucci,45.0567558,7.6608825,50,79,0.28
5,7,2016/04/24,BY664SA,Corso%20Alcide%20De%20Gasperi,45.0564409,7.6605136,50,86,0.04
6,0,2016/04/21,BY664SA,Corso%20Raffaello%2C%2015%2C%2010125%20Torino%2C%20Italy,45.0518744,7.6773255,50,14,0
6,1,2016/04/21,BY664SA,Via%20Saluzzo,45.0526154,7.6751155,90,104,0.19
6,2,2016/04/21,BY664SA,Via%20Nizza,45.0474259,7.673083,90,116,0.6
6,3,2016/04/21,BY664SA,Corso%20Dante%20Alighieri,45.0498645,7.6658471,130,145,0.64
6,4,2016/04/21,BY664SA,Corso%20Filippo%20Turati,45.0485138,7.6638895,130,158,0.25
6,5,2016/04/21,BY664SA,Corso%20Filippo%20Turati,45.0469246,7.6620815,90,107,0.23
6,6,2016/04/21,BY664SA,Corso%20Bramante,45.0458014,7.6632289,50,87,0.19
7,0,2016/04/18,BY664SA,Via%20Lazzaro%20Spallanzani%2C%207%2C%2010134%20Torino%2C%20Italy,45.0483324,7.6625954,50,40,0
7,1,2016/04/18,BY664SA,Corso%20Filippo%20Turati,45.0479486,7.6632283,50,73,0.07
7,2,2016/04/18,BY664SA,Corso%20Filippo%20Turati,45.0469246,7.6620815,90,117,0.14
7,3,2016/04/18,BY664SA,Corso%20Bramante,45.0426275,7.6710218,90,112,0.88
7,4,2016/04/18,BY664SA,Corso%20Bramante,45.042462,7.6721034,50,85,0.09
7,5,2016/04/18,BY664SA,Via%20Madama%20Cristina,45.0461398,7.6747445,50,71,0.46
7,6,2016/04/18,BY664SA,Via%20Ilarione%20Petitti,45.0460656,7.6752958,50,74,0.04
7,7,2016/04/18,BY664SA,Via%20Giotto,45.0456946,7.6751519,50,67,0.04
8,0,2016/04/23,BY664SA,Corso%20Luigi%20Einaudi%2C%204%2C%2010128%20Torino%2C%20Italy,45.0577855,7.6677914,50,32,0
8,1,2016/04/23,BY664SA,Via%20Alfonso%20Lamarmora,45.058315,7.6664241,50,76,0.12
8,2,2016/04/23,BY664SA,Corso%20Galileo%20Ferraris,45.0653366,7.6709445,50,78,0.89
8,3,2016/04/23,BY664SA,Corso%20Galileo%20Ferraris,45.0665912,7.6715925,90,127,0.16
8,4,2016/04/23,BY664SA,Corso%20Galileo%20Ferraris,45.0711962,7.674969,50,83,0.59
8,5,2016/04/23,BY664SA,,45.072691,7.6759992,90,110,0.18
8,6,2016/04/23,BY664SA,Via%20Santa%20Maria,45.0716856,7.6789548,90,118,0.26
8,7,2016/04/23,BY664SA,,45.0707208,7.6816969,130,161,0.24
8,8,2016/04/23,BY664SA,Via%20S.%20Tommaso,45.0706286,7.6816385,90,125,0.01
8,9,2016/04/23,BY664SA,Via%20Pietro%20Micca,45.070717,7.6839,50,78,0.2
8,10,2016/04/23,BY664SA,,45.0703088,7.6868731,50,87,0.26
9,0,2016/04/23,BY664SA,Via%20Gaetano%20Donizetti%2C%2022%2C%2010126%20Torino%2C%20Italy,45.0498336,7.6779514,50,4,0
9,1,2016/04/23,BY664SA,Via%20Madama%20Cristina,45.0506809,7.674347,50,82,0.3
9,2,2016/04/23,BY664SA,,45.0509919,7.6725923,50,63,0.14
9,3,2016/04/23,BY664SA,Via%20Ernesto%20Lugaro,45.0490181,7.6716193,50,76,0.23
9,4,2016/04/23,BY664SA,Via%20Antonio%20Rosmini,45.0489257,7.6721798,50,89,0.04
0,0,2015/06/12,AJ255VT,Corso%20Bramante%2C%2014%2C%2010134%20Torino%2C%20Italy,45.0458014,7.6632289,50,37,0
0,1,2015/06/12,AJ255VT,Via%20Giordano%20Bruno,45.045038,7.664559,90,103,0.14
0,2,2015/06/12,AJ255VT,Corso%20Bramante,45.0426275,7.6710218,130,144,0.59
0,3,2015/06/12,AJ255VT,Via%20Nizza,45.0464403,7.6727005,90,128,0.5
0,4,2015/06/12,AJ255VT,Via%20Ilarione%20Petitti,45.0461976,7.6743113,50,85,0.13
1,0,2015/06/11,AJ255VT,Corso%20Alcide%20De%20Gasperi%2C%2019%2C%2010129%20Torino%2C%20Italy,45.057442,7.6617835,50,39,0
1,1,2015/06/11,AJ255VT,Via%20Cristoforo%20Colombo,45.0574781,7.6618309,50,76,0.01
1,2,2015/06/11,AJ255VT,Via%20Cristoforo%20Colombo,45.0565199,7.6643872,90,120,0.23
1,3,2015/06/11,AJ255VT,Corso%20Galileo%20Ferraris,45.057949,7.6659131,130,157,0.24
1,4,2015/06/11,AJ255VT,Corso%20Luigi%20Einaudi,45.0572054,7.6687853,130,168,0.26
1,5,2015/06/11,AJ255VT,,45.0540223,7.6751612,90,103,0.63
1,6,2015/06/11,AJ255VT,,45.0538072,7.6762431,50,67,0.09
2,0,2015/06/04,AJ255VT,Via%20Edoardo%20Calvo%2C%203%2C%2010126%20Torino%2C%20Italy,45.0519799,7.6755178,50,3,0
2,1,2015/06/04,AJ255VT,Via%20Saluzzo,45.0518738,7.676238,50,72,0.06
2,2,2015/06/04,AJ255VT,Via%20Saluzzo,45.0503974,7.6756689,50,88,0.17
2,3,2015/06/04,AJ255VT,Via%20Gaetano%20Donizetti,45.0506809,7.674347,50,74,0.11
2,4,2015/06/04,AJ255VT,Via%20Nizza,45.0536333,7.6754833,50,62,0.34
2,5,2015/06/04,AJ255VT,Corso%20Germano%20Sommeiller,45.0548939,7.6721534,50,86,0.33
3,0,2015/06/05,AJ255VT,Via%20Carlo%20Giovanni%20Brugnone%2C%205%2C%2010126%20Torino%2C%20Italy,45.0498859,7.6724747,50,20,0
3,1,2015/06/05,AJ255VT,Via%20Ernesto%20Lugaro,45.0499792,7.6720247,50,72,0.04
3,2,2015/06/05,AJ255VT,Via%20Ernesto%20Lugaro,45.0490181,7.6716193,50,74,0.11
3,3,2015/06/05,AJ255VT,Via%20Antonio%20Rosmini,45.0486983,7.6735585,90,128,0.16
3,4,2015/06/05,AJ255VT,Via%20Nizza,45.0526154,7.6751155,50,60,0.45
3,5,2015/06/05,AJ255VT,Corso%20Raffaello,45.0518744,7.6773255,50,71,0.19
4,0,2015/06/08,AJ255VT,Corso%20Alcide%20De%20Gasperi%2C%2029%2C%2010129%20Torino%2C%20Italy,45.0564409,7.6605136,50,27,0
4,1,2015/06/08,AJ255VT,Via%20Amerigo%20Vespucci,45.0574781,7.6618309,90,111,0.15
4,2,2015/06/08,AJ255VT,Via%20Cristoforo%20Colombo,45.0565199,7.6643872,50,63,0.23
4,3,2015/06/08,AJ255VT,Corso%20Galileo%20Ferraris,45.054598,7.6633159,50,85,0.24
4,4,2015/06/08,AJ255VT,Corso%20Galileo%20Ferraris,45.0544802,7.6629814,50,73,0.04
5,0,2015/06/11,AJ255VT,Via%20Jonio%2C%207%2C%2010128%20Torino%2C%20Italy,45.0504449,7.6677784,50,12,0
5,1,2015/06/11,AJ255VT,Via%20Gerolamo%20Savonarola,45.0507319,7.6680493,50,76,0.04
5,2,2015/06/11,AJ255VT,Via%20Gerolamo%20Savonarola,45.0511597,7.6672976,50,82,0.08
5,3,2015/06/11,AJ255VT,Corso%20Filippo%20Turati,45.0518672,7.668136,50,66,0.1
5,4,2015/06/11,AJ255VT,Corso%20Filippo%20Turati,45.0529845,7.6693864,50,64,0.16
5,5,2015/06/11,AJ255VT,Corso%20Filippo%20Turati,45.0550646,7.6717466,50,85,0.3
5,6,2015/06/11,AJ255VT,Corso%20Germano%20Sommeiller,45.0540223,7.6751612,50,64,0.29
5,7,2015/06/11,AJ255VT,Via%20Nizza,45.0542504,7.6757625,50,63,0.07
6,0,2015/06/06,AJ255VT,Via%20Nizza%2C%20141%2C%2010126%20Torino%2C%20Italy,45.0449495,7.6721479,50,39,0
6,1,2015/06/06,AJ255VT,Via%20Tiziano%20Vecellio,45.0464403,7.6727005,50,69,0.17
6,2,2015/06/06,AJ255VT,Via%20Ilarione%20Petitti,45.0460656,7.6752958,50,65,0.21
6,3,2015/06/06,AJ255VT,Via%20Giotto,45.0456946,7.6751519,50,61,0.04
7,0,2015/06/11,AJ255VT,Via%20Antonio%20Rosmini%2C%206%2C%2010126%20Torino%2C%20Italy,45.0489257,7.6721798,50,25,0
7,1,2015/06/11,AJ255VT,Via%20Antonio%20Rosmini,45.0489257,7.6721798,50,63,0.0
8,0,2015/06/09,AJ255VT,Corso%20Filippo%20Turati%2C%2039%2C%2010128%20Torino%2C%20Italy,45.0513082,7.6674735,50,26,0
8,1,2015/06/09,AJ255VT,Via%20Achille%20Loria,45.0518672,7.668136,90,128,0.08
8,2,2015/06/09,AJ255VT,Via%20Ferdinando%20Magellano,45.0533128,7.665567,50,74,0.26
8,3,2015/06/09,AJ255VT,,45.0539039,7.6646281,90,120,0.1
8,4,2015/06/09,AJ255VT,,45.0559252,7.6599021,50,74,0.43
8,5,2015/06/09,AJ255VT,Corso%20Alcide%20De%20Gasperi,45.0564409,7.6605136,50,87,0.07
9,0,2015/06/04,AJ255VT,Via%20Ernesto%20Lugaro%2C%2015%2C%2010126%20Torino%2C%20Italy,45.0495189,7.6718305,50,31,0
9,1,2015/06/04,AJ255VT,Via%20Antonio%20Rosmini,45.047693,7.6718312,90,109,0.25
9,2,2015/06/04,AJ255VT,Corso%20Dante%20Alighieri,45.0498645,7.6658471,130,155,0.53
9,3,2015/06/04,AJ255VT,Corso%20Filippo%20Turati,45.0551511,7.6715198,90,113,0.75
9,4,2015/06/04,AJ255VT,Corso%20Germano%20Sommeiller,45.0543155,7.6703206,50,78,0.15
10,0,2015/06/05,AJ255VT,Corso%20Alcide%20De%20Gasperi%2C%2029%2C%2010129%20Torino%2C%20Italy,45.0564409,7.6605136,50,36,0
10,1,2015/06/05,AJ255VT,Via%20Amerigo%20Vespucci,45.0574781,7.6618309,50,73,0.15
10,2,2015/06/05,AJ255VT,Via%20Cristoforo%20Colombo,45.0565199,7.6643872,50,70,0.23
10,3,2015/06/05,AJ255VT,Corso%20Galileo%20Ferraris,45.057949,7.6659131,90,112,0.24
10,4,2015/06/05,AJ255VT,Corso%20Luigi%20Einaudi,45.0572054,7.6687853,50,72,0.26
10,5,2015/06/05,AJ255VT,,45.0540223,7.6751612,90,111,0.63
10,6,2015/06/05,AJ255VT,Via%20Nizza,45.0506809,7.674347,50,87,0.39
10,7,2015/06/05,AJ255VT,Via%20Giovanni%20Argentero,45.0509919,7.6725923,50,84,0.14
10,8,2015/06/05,AJ255VT,Via%20Ernesto%20Lugaro,45.0490181,7.6716193,50,62,0.23
10,9,2015/06/05,AJ255VT,Via%20Antonio%20Rosmini,45.0489257,7.6721798,50,62,0.04
11,0,2015/06/11,AJ255VT,Via%20Edoardo%20Calvo%2C%203%2C%2010126%20Torino%2C%20Italy,45.0519799,7.6755178,50,16,0
11,1,2015/06/11,AJ255VT,Via%20Saluzzo,45.0518738,7.676238,50,70,0.06
11,2,2015/06/11,AJ255VT,Via%20Saluzzo,45.0503974,7.6756689,90,122,0.17
11,3,2015/06/11,AJ255VT,Via%20Gaetano%20Donizetti,45.0506809,7.674347,130,161,0.11
11,4,2015/06/11,AJ255VT,Via%20Nizza,45.0474259,7.673083,130,158,0.38
11,5,2015/06/11,AJ255VT,Corso%20Dante%20Alighieri,45.0497535,7.6660821,90,117,0.61
11,6,2015/06/11,AJ255VT,Largo%20Filippo%20Turati,45.0501527,7.6664709,50,79,0.06
11,7,2015/06/11,AJ255VT,Via%20Jonio,45.0503898,7.6677264,50,66,0.1
11,8,2015/06/11,AJ255VT,Via%20Chisone,45.0504449,7.6677784,50,63,0.01
12,0,2015/06/12,AJ255VT,Via%20Antonio%20Rosmini%2C%206%2C%2010126%20Torino%2C%20Italy,45.0489257,7.6721798,50,42,0
12,1,2015/06/12,AJ255VT,Via%20Nizza,45.0486983,7.6735585,90,119,0.11
12,2,2015/06/12,AJ255VT,Via%20Nizza,45.0464403,7.6727005,50,60,0.26
12,3,2015/06/12,AJ255VT,Via%20Ilarione%20Petitti,45.0461976,7.6743113,50,87,0.13
13,0,2015/06/12,AJ255VT,Via%20Ilarione%20Petitti%2C%2018%2C%2010126%20Torino%2C%20Italy,45.046361,7.6731437,50,16,0
13,1,2015/06/12,AJ255VT,Via%20Saluzzo,45.0461398,7.6747445,50,86,0.13
13,2,2015/06/12,AJ255VT,Via%20Madama%20Cristina,45.0514772,7.6785241,90,112,0.66
13,3,2015/06/12,AJ255VT,Corso%20Raffaello,45.0510451,7.6796917,50,78,0.1
13,4,2015/06/12,AJ255VT,Via%20Ormea,45.0600794,7.6863103,50,82,1.13
13,5,2015/06/12,AJ255VT,,45.0672898,7.691563,50,66,0.9
13,6,2015/06/12,AJ255VT,Via%20Po,45.0703088,7.6868731,50,72,0.5
14,0,2015/06/07,AJ255VT,Via%20Antonio%20Rosmini%2C%206%2C%2010126%20Torino%2C%20Italy,45.0489257,7.6721798,50,4,0
14,1,2015/06/07,AJ255VT,Via%20Nizza,45.0486983,7.6735585,50,64,0.11
14,2,2015/06/07,AJ255VT,Via%20Nizza,45.0520938,7.6749399,50,78,0.39
14,3,2015/06/07,AJ255VT,Via%20Edoardo%20Calvo,45.0519799,7.6755178,50,80,0.05
0,0,2007/04/21,DT406XE,Via%20Aurelia%2C%20Roma%2C%20Italy,41.8921801,12.4137981,50,21,0
0,1,2007/04/21,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8920691,12.4137179,50,80,0.01
0,2,2007/04/21,DT406XE,Via%20Nicola%20Coviello,41.8909899,12.4127697,90,120,0.15
0,3,2007/04/21,DT406XE,Via%20Nicola%20Coviello,41.8909544,12.4129374,50,71,0.01
0,4,2007/04/21,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8985548,12.4266408,90,100,1.48
0,5,2007/04/21,DT406XE,Via%20Gregorio%20VII,41.8968997,12.4283172,50,66,0.24
0,6,2007/04/21,DT406XE,,41.898413,12.4278147,50,67,0.21
0,7,2007/04/21,DT406XE,,41.8997904,12.4270231,50,69,0.17
0,8,2007/04/21,DT406XE,Circonvallazione%20Cornelia,41.900644,12.4265627,50,60,0.1
1,0,2007/04/23,DT406XE,Via%20Gregorio%20XI%2C%20141%2C%2000165%20Roma%2C%20Italy,41.899551,12.4190614,50,41,0
1,1,2007/04/23,DT406XE,Via%20Fulvio%20Maroi,41.9031303,12.4219158,50,85,0.47
1,2,2007/04/23,DT406XE,Via%20di%20Boccea,41.9021556,12.4251913,50,60,0.29
1,3,2007/04/23,DT406XE,Circonvallazione%20Cornelia,41.8985929,12.4274542,50,87,0.45
1,4,2007/04/23,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8966348,12.4201977,50,85,0.66
2,0,2007/04/22,DT406XE,Via%20Aurelia%2C%20481%2C%2000165%20Roma%2C%20Italy,41.8962543,12.4253177,50,1,0
2,1,2007/04/22,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8984835,12.4253432,50,84,0.25
2,2,2007/04/22,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8985548,12.4266408,90,124,0.11
2,3,2007/04/22,DT406XE,Via%20Gregorio%20VII,41.8968997,12.4283172,130,142,0.24
2,4,2007/04/22,DT406XE,,41.898413,12.4278147,130,147,0.21
2,5,2007/04/22,DT406XE,,41.9019269,12.4257026,90,115,0.43
2,6,2007/04/22,DT406XE,Via%20di%20Boccea,41.9031303,12.4219158,50,71,0.34
2,7,2007/04/22,DT406XE,Via%20Gregorio%20XI,41.9025302,12.4214424,50,69,0.08
3,0,2007/04/19,DT406XE,Via%20Aurelia%2C%20458%2C%2000165%20Roma%2C%20Italy,41.898597,12.4256783,50,25,0
3,1,2007/04/19,DT406XE,Via%20Azone,41.8909544,12.4129374,90,121,1.39
3,2,2007/04/19,DT406XE,Via%20Nicola%20Coviello,41.8930597,12.4117643,130,164,0.33
3,3,2007/04/19,DT406XE,Via%20Michele%20Pironti,41.8935098,12.4112821,90,107,0.06
3,4,2007/04/19,DT406XE,Via%20Gregorio%20XI,41.9025302,12.4214424,50,64,1.34
4,0,2007/04/18,DT406XE,Via%20Aurelia%2C%20677%2C%2000165%20Roma%2C%20Italy,41.8932929,12.4150796,50,38,0
4,1,2007/04/18,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8932581,12.4150377,90,122,0.01
4,2,2007/04/18,DT406XE,right,41.8933329,12.414906,50,82,0.01
4,3,2007/04/18,DT406XE,left,41.8929679,12.4144751,50,73,0.05
5,0,2007/04/25,DT406XE,Via%20Aurelia%2C%20Roma%2C%20Italy,41.8921801,12.4137981,50,31,0
5,1,2007/04/25,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.8920691,12.4137179,50,62,0.01
5,2,2007/04/25,DT406XE,Via%20Nicola%20Coviello,41.8909899,12.4127697,90,109,0.15
5,3,2007/04/25,DT406XE,Via%20Nicola%20Coviello,41.8909544,12.4129374,50,61,0.01
5,4,2007/04/25,DT406XE,Strada%20Statale%201%20Variante%20Aurelia%20di%20La%20Spezia,41.898456,12.4296763,90,109,1.74
5,5,2007/04/25,DT406XE,Via%20Aurelia,41.8982143,12.4300952,90,101,0.04
5,6,2007/04/25,DT406XE,Piazza%20Irnerio,41.8984369,12.4301331,130,142,0.03
5,7,2007/04/25,DT406XE,Piazza%20Irnerio,41.8962868,12.419536,90,125,0.96
5,8,2007/04/25,DT406XE,Via%20Ilario%20Alibrandi,41.8973365,12.4186189,50,85,0.14
6,0,2007/04/22,DT406XE,Via%20Aurelia%2C%20476%2C%2000165%20Roma%2C%20Italy,41.8981218,12.4235612,50,44,0
6,1,2007/04/22,DT406XE,Via%20Alberico%20Gentili,41.8909544,12.4129374,90,124,1.21
6,2,2007/04/22,DT406XE,Via%20Nicola%20Coviello,41.8930597,12.4117643,90,109,0.33
6,3,2007/04/22,DT406XE,Via%20Michele%20Pironti,41.8935098,12.4112821,90,104,0.06
6,4,2007/04/22,DT406XE,Via%20Gregorio%20XI,41.8939199,12.4120679,50,63,0.08
6,5,2007/04/22,DT406XE,,41.8936605,12.4112169,90,121,0.09
6,6,2007/04/22,DT406XE,Via%20Luca%20Passi,41.8963178,12.409906,90,105,0.45
6,7,2007/04/22,DT406XE,Via%20Raffaele%20Conforti,41.8966032,12.4096823,50,73,0.04
6,8,2007/04/22,DT406XE,Via%20di%20Val%20Cannuta,41.899416,12.4137674,50,73,0.46
6,9,2007/04/22,DT406XE,Via%20della%20Divina%20Provvidenza,41.8995345,12.4136219,50,75,0.02
7,0,2007/04/17,DT406XE,Via%20Aurelia%2C%20Roma%2C%20Italy,41.8921801,12.4137981,50,29,0
7,1,2007/04/17,DT406XE,Via%20Nicola%20Coviello,41.8909544,12.4129374,90,101,0.15
7,2,2007/04/17,DT406XE,Via%20Nicola%20Coviello,41.8930597,12.4117643,50,80,0.33
7,3,2007/04/17,DT406XE,Via%20Michele%20Pironti,41.8935098,12.4112821,50,81,0.06
7,4,2007/04/17,DT406XE,Via%20Gregorio%20XI,41.9031303,12.4219158,90,127,1.42
7,5,2007/04/17,DT406XE,Via%20di%20Boccea,41.9036136,12.4187637,130,150,0.27
7,6,2007/04/17,DT406XE,Largo%20Gregorio%20XIII,41.9039336,12.4187916,90,104,0.04
7,7,2007/04/17,DT406XE,Largo%20Gregorio%20XIII,41.9039839,12.4185716,90,129,0.02
7,8,2007/04/17,DT406XE,,41.9064733,12.4147121,130,151,0.42
7,9,2007/04/17,DT406XE,,41.9070437,12.4139183,90,117,0.09
7,10,2007/04/17,DT406XE,Via%20Francesco%20Tamagno,41.9081631,12.4146143,50,88,0.28
